plot	site	time	total_precipitation_hourly	u_component_of_wind_10m	v_component_of_wind_10m	ws
plot1	Nouragues	2001-01-03 11:00:00	0.0	-1.2108001708984375	-1.2309417724609375	1.7266310263159759
plot1	Nouragues	2001-01-03 12:00:00	0.00012040138244628906	-1.641693115234375	-1.2762603759765625	2.0794222351162315
plot1	Nouragues	2001-01-03 13:00:00	0.0001347362995147705	-2.3406219482421875	-1.868865966796875	2.9951913305237565
plot1	Nouragues	2001-01-03 14:00:00	0.00017893314361572266	-2.56113338470459	-2.041259765625	3.2750794868228494
plot1	Nouragues	2001-01-03 15:00:00	0.00030888617038726807	-2.462005615234375	-1.9273223876953125	3.1266664733477976
plot1	Nouragues	2001-01-03 16:00:00	0.0001256346701552502	-1.9638710021972656	-1.5941314697265625	2.5294356002958174
plot1	Nouragues	2001-01-03 17:00:00	0.0015805363655090332	-1.7828826904296875	-1.7032032012939453	2.4656787772805573
plot1	Nouragues	2001-01-03 18:00:00	0.00027564167976379395	-1.713287353515625	-1.5530920028686523	2.3124550428259436
plot1	Nouragues	2001-01-03 19:00:00	0.00046953558921813965	-0.8293704986572266	-0.6443634033203125	1.0502664517071238
plot1	Nouragues	2001-01-03 20:00:00	0.005563914775848389	-1.5013904571533203	-0.9883270263671875	1.7974881406782253
plot1	Nouragues	2001-01-03 21:00:00	0.003196537494659424	-1.2892742156982422	-0.6508960723876953	1.444262337774563
plot1	Nouragues	2001-01-03 22:00:00	0.00020772218704223633	-0.5038299560546875	-0.4099235534667969	0.6495243985447461
plot1	Nouragues	2001-01-03 23:00:00	4.503130912780762e-05	-0.47125244140625	-0.5172157287597656	0.6997077772955268
plot1	Nouragues	2001-01-04 00:00:00	3.2782554626464844e-06	-0.631195068359375	-0.6933774948120117	0.9376457564736148
plot1	Nouragues	2001-01-04 01:00:00	7.3499977588653564e-06	-0.8629302978515625	-0.4881095886230469	0.9914129661528269
plot1	Nouragues	2001-01-04 02:00:00	0.00012187287211418152	-0.9005126953125	-0.47906970977783203	1.0200151475569368
plot1	Nouragues	2001-01-04 03:00:00	0.000452972948551178	-1.0694122314453125	-0.4317817687988281	1.1532900834707143
plot1	Nouragues	2001-01-04 04:00:00	0.0005783140659332275	-0.7469940185546875	-0.6854991912841797	1.0138585724881677
plot1	Nouragues	2001-01-04 05:00:00	0.00033408403396606445	-0.4244384765625	-0.9485902786254883	1.0392167902268887
plot1	Nouragues	2001-01-04 06:00:00	0.00015065819025039673	-0.215728759765625	-0.8669986724853516	0.8934347183098363
plot1	Nouragues	2001-01-04 07:00:00	0.00020404160022735596	-0.120269775390625	-0.5262584686279297	0.5398266339067803
plot1	Nouragues	2001-01-04 08:00:00	0.00015294551849365234	-0.033050537109375	-0.5494661331176758	0.5504592350451663
plot1	Nouragues	2001-01-04 09:00:00	0.00021314620971679688	-0.0660400390625	-0.6227197647094727	0.6262117789687427
plot1	Nouragues	2001-01-04 10:00:00	9.85264778137207e-05	-0.1573638916015625	-0.7204437255859375	0.7374296957108074
plot1	Nouragues	2001-01-04 11:00:00	9.468197822570801e-05	-0.6250457763671875	-1.3840417861938477	1.518635535105483
plot1	Nouragues	2001-01-04 12:00:00	0.00010317564010620117	-0.7051544189453125	-1.1970062255859375	1.3892683897107836
plot1	Nouragues	2001-01-04 13:00:00	0.00011004507541656494	-0.75946044921875	-1.3481292724609375	1.5473308337888192
plot1	Nouragues	2001-01-04 14:00:00	0.0002599358558654785	-1.0524444580078125	-1.3387451171875	1.702902764688792
plot1	Nouragues	2001-01-04 15:00:00	0.0012516677379608154	-1.201690673828125	-1.1281585693359375	1.6482724996588405
plot1	Nouragues	2001-01-04 16:00:00	0.0018049776554107666	-1.60382080078125	-1.2354888916015625	2.0245182049785244
plot1	Nouragues	2001-01-04 17:00:00	0.0020222216844558716	-1.856781005859375	-1.149810791015625	2.1839644133676104
plot1	Nouragues	2001-01-04 18:00:00	0.0004930496215820312	-1.2435760498046875	-0.7365875244140625	1.445352058417003
plot1	Nouragues	2001-01-04 19:00:00	7.262825965881348e-05	-0.79412841796875	-1.211883544921875	1.4488967080775497
plot1	Nouragues	2001-01-04 20:00:00	0.0005157291889190674	-0.8685455322265625	-0.8837127685546875	1.2390801422253983
plot1	Nouragues	2001-01-04 21:00:00	0.0017880797386169434	-1.0968170166015625	-1.130615234375	1.575213755687649
plot1	Nouragues	2001-01-04 22:00:00	7.179379463195801e-05	-0.919219970703125	-1.372467041015625	1.6518568743125535
plot1	Nouragues	2001-01-04 23:00:00	0.00018352270126342773	-1.0556640625	-1.546030044555664	1.872067176017675
plot1	Nouragues	2001-01-05 00:00:00	0.00010412931442260742	-0.7578582763671875	-1.281778335571289	1.4890617410296152
plot1	Nouragues	2001-01-05 01:00:00	0.00011424347758293152	-0.691802978515625	-1.1218109130859375	1.3179723387847695
plot1	Nouragues	2001-01-05 02:00:00	9.828433394432068e-05	-0.6557769775390625	-0.9340343475341797	1.1412552767211501
plot1	Nouragues	2001-01-05 03:00:00	0.0001188814640045166	-0.618072509765625	-0.9161834716796875	1.1051722857125144
plot1	Nouragues	2001-01-05 04:00:00	2.7321279048919678e-05	-0.5890960693359375	-0.7358551025390625	0.942611749788759
plot1	Nouragues	2001-01-05 05:00:00	0.0002628415822982788	-0.7789764404296875	-0.869354248046875	1.167296493330488
plot1	Nouragues	2001-01-05 06:00:00	0.00015366077423095703	-0.5239105224609375	-0.7946624755859375	0.9518249238434888
plot1	Nouragues	2001-01-05 07:00:00	0.0003896683453490368	-0.527435302734375	-0.5228271484375	0.7426548496534507
plot1	Nouragues	2001-01-05 08:00:00	7.885694515152863e-06	-0.6621456146240234	-0.5974149703979492	0.8918191867309249
plot1	Nouragues	2001-01-05 09:00:00	1.55717134475708e-05	-0.763214111328125	-0.5450191497802734	0.9378388205643823
plot1	Nouragues	2001-01-05 10:00:00	0.00017213821411132812	-0.9613304138183594	-0.4800548553466797	1.0745272582275889
plot1	Nouragues	2001-01-05 11:00:00	0.0004663497210231071	-0.7985153198242188	-0.5218391418457031	0.9539092231214845
plot1	Nouragues	2001-01-05 12:00:00	0.0007926702499503335	-0.8012275695800781	-0.440032958984375	0.9141086495858922
plot1	Nouragues	2001-01-05 13:00:00	0.0010718584060214198	-0.921173095703125	-0.2664794921875	0.9589427469895095
plot1	Nouragues	2001-01-05 14:00:00	0.0011900365352630615	-1.3951797485351562	-0.4882049560546875	1.4781307823866539
plot1	Nouragues	2001-01-05 15:00:00	0.0009489208459854126	-1.1082534790039062	-0.665008544921875	1.2924635927341903
plot1	Nouragues	2001-01-05 16:00:00	0.0002590268850326538	-0.7188053131103516	-0.7703857421875	1.0536485514256904
plot1	Nouragues	2001-01-05 17:00:00	0.00031173229217529297	-1.294412612915039	-1.0630912780761719	1.6750125605484776
plot1	Nouragues	2001-01-05 18:00:00	0.001823917031288147	-1.4032249450683594	-1.0001420974731445	1.7231727892466504
plot1	Nouragues	2001-01-05 19:00:00	7.314980030059814e-05	-1.3047313690185547	-1.1066265106201172	1.7108320137606405
plot1	Nouragues	2001-01-05 20:00:00	6.61611557006836e-05	-1.0206756591796875	-0.7174863815307617	1.2476239453152522
plot1	Nouragues	2001-01-05 21:00:00	0.0005349665880203247	-1.5547046661376953	-0.9902257919311523	1.8432725566003527
plot1	Nouragues	2001-01-05 22:00:00	9.655952453613281e-06	-1.3160457611083984	-0.9062948226928711	1.5979195070376
plot1	Nouragues	2001-01-05 23:00:00	5.513429641723633e-07	-0.9874496459960938	-0.98956298828125	1.3979598388916357
plot1	Nouragues	2001-01-06 00:00:00	0.0	-0.9383745193481445	-1.04339599609375	1.403289686139797
plot1	Nouragues	2001-01-06 01:00:00	8.586794137954712e-07	-1.0972881317138672	-1.00201416015625	1.4859588221595321
plot1	Nouragues	2001-01-06 02:00:00	2.8070062398910522e-06	-1.1961193084716797	-0.753753662109375	1.413805496962741
plot1	Nouragues	2001-01-06 03:00:00	5.02169132232666e-06	-1.1973609924316406	-0.534332275390625	1.311176695461373
plot1	Nouragues	2001-01-06 04:00:00	3.135204315185547e-05	-0.8946990966796875	-0.3273162841796875	0.9526921976633622
plot1	Nouragues	2001-01-06 05:00:00	4.275888204574585e-05	-0.9741039276123047	-0.4979095458984375	1.0939800627463494
plot1	Nouragues	2001-01-06 06:00:00	3.5837292671203613e-06	-0.7408590316772461	-0.542816162109375	0.9184342603936866
plot1	Nouragues	2001-01-06 07:00:00	1.0386109352111816e-05	-0.990997314453125	-0.7538604736328125	1.2451430805169317
plot1	Nouragues	2001-01-06 08:00:00	3.962218761444092e-05	-1.247039794921875	-0.8377685546875	1.5023196734856317
plot1	Nouragues	2001-01-06 09:00:00	9.794533252716064e-05	-1.284393310546875	-0.8557891845703125	1.5433863108778312
plot1	Nouragues	2001-01-06 10:00:00	0.0001531839370727539	-1.34918212890625	-1.0269622802734375	1.6955659651173762
plot1	Nouragues	2001-01-06 11:00:00	0.00022405385971069336	-1.345245361328125	-1.2461700439453125	1.8337461276309488
plot1	Nouragues	2001-01-06 12:00:00	4.1872262954711914e-05	-0.9025421142578125	-0.9521331787109375	1.3119221996792174
plot1	Nouragues	2001-01-06 13:00:00	3.0174851417541504e-05	-1.1177978515625	-1.00634765625	1.504063709487603
plot1	Nouragues	2001-01-06 14:00:00	0.00012800097465515137	-1.68524169921875	-1.0068206787109375	1.9630913029876254
plot1	Nouragues	2001-01-06 15:00:00	0.0007401108741760254	-1.973480224609375	-0.91650390625	2.17591443009503
plot1	Nouragues	2001-01-06 16:00:00	0.0019661784172058105	-2.515289306640625	-1.131927490234375	2.758249470089493
plot1	Nouragues	2001-01-06 17:00:00	0.002263173460960388	-1.32977294921875	-1.242401123046875	1.8198507210818333
plot1	Nouragues	2001-01-06 18:00:00	0.0018912553787231445	-2.466644287109375	-1.351348876953125	2.8125571685517414
plot1	Nouragues	2001-01-06 19:00:00	0.0003486126661300659	-1.94580078125	-2.068939208984375	2.8401848761631703
plot1	Nouragues	2001-01-06 20:00:00	0.00029496848583221436	-1.484832763671875	-1.74066162109375	2.2879316456621206
plot1	Nouragues	2001-01-06 21:00:00	0.00024266541004180908	-1.5919189453125	-1.8686065673828125	2.4547701383451446
plot1	Nouragues	2001-01-06 22:00:00	8.493661880493164e-05	-1.6065521240234375	-1.8020172119140625	2.41418221334653
plot1	Nouragues	2001-01-06 23:00:00	3.2201409339904785e-05	-1.423004150390625	-1.59539794921875	2.1378108963143436
plot1	Nouragues	2001-01-07 00:00:00	7.107853889465332e-06	-1.3153533935546875	-1.4824981689453125	1.9819070035856972
plot1	Nouragues	2001-01-07 01:00:00	1.4667399227619171e-05	-1.2598114013671875	-1.4380035400390625	1.9117999236791574
plot1	Nouragues	2001-01-07 02:00:00	2.0652078092098236e-05	-1.162353515625	-1.368988037109375	1.7958824964441233
plot1	Nouragues	2001-01-07 03:00:00	2.3718923330307007e-05	-1.2583770751953125	-1.2454071044921875	1.7704665258899202
plot1	Nouragues	2001-01-07 04:00:00	2.5346875190734863e-05	-1.0567779541015625	-1.0569610595703125	1.494639195833925
plot1	Nouragues	2001-01-07 05:00:00	1.6707926988601685e-05	-0.6645965576171875	-1.0455474853515625	1.238893913344315
plot1	Nouragues	2001-01-07 06:00:00	1.1362135410308838e-06	-0.443878173828125	-1.17987060546875	1.2606040134991583
plot1	Nouragues	2001-01-07 07:00:00	2.5704503059387207e-06	-0.84039306640625	-1.0526885986328125	1.3470017786755941
plot1	Nouragues	2001-01-07 08:00:00	5.461275577545166e-06	-0.7554931640625	-1.1199798583984375	1.3509717999141773
plot1	Nouragues	2001-01-07 09:00:00	5.610287189483643e-06	-0.590087890625	-1.1897430419921875	1.328040746600452
plot1	Nouragues	2001-01-07 10:00:00	9.045004844665527e-06	-0.6183929443359375	-1.0661468505859375	1.2325092050848072
plot1	Nouragues	2001-01-07 11:00:00	2.5744736092292442e-05	-0.810760498046875	-0.8066864013671875	1.1437112989491536
plot1	Nouragues	2001-01-07 12:00:00	0.0003468617796897888	-2.0890655517578125	-1.74530029296875	2.7221807420114446
plot1	Nouragues	2001-01-07 13:00:00	0.00014799833297729492	-2.9027557373046875	-1.931976318359375	3.4869074213630515
plot1	Nouragues	2001-01-07 14:00:00	0.0001198264649246994	-2.936859130859375	-1.6609954833984375	3.37402542230821
plot1	Nouragues	2001-01-07 15:00:00	0.0003226888487688484	-3.0987701416015625	-1.728729248046875	3.548363172440792
plot1	Nouragues	2001-01-07 16:00:00	9.293705227264581e-05	-2.4871673583984375	-1.7573394775390625	3.0453642652398623
plot1	Nouragues	2001-01-07 17:00:00	0.00017739464567512186	-2.37847900390625	-1.8264312744140625	2.9988353693026637
plot1	Nouragues	2001-01-07 18:00:00	0.0008048787713050842	-2.4613800048828125	-1.742431640625	3.0157021654480474
plot1	Nouragues	2001-01-07 19:00:00	0.0001247897744178772	-2.2735748291015625	-1.833160400390625	2.9205512419891755
plot1	Nouragues	2001-01-07 20:00:00	0.0002720654010772705	-2.3120880126953125	-1.73199462890625	2.8888676627719483
plot1	Nouragues	2001-01-07 21:00:00	0.0003266334533691406	-2.039276123046875	-1.0860443115234375	2.3104413761490488
plot1	Nouragues	2001-01-07 22:00:00	0.0001838452644165045	-1.8556976318359375	-1.2044830322265625	2.2123275245142167
plot1	Nouragues	2001-01-07 23:00:00	3.0681490898132324e-05	-1.7889404296875	-1.225067138671875	2.168201410207131
plot1	Nouragues	2001-01-08 00:00:00	1.4036893844604492e-05	-1.5972747802734375	-1.210693359375	2.0042617429198915
plot1	Nouragues	2001-01-08 01:00:00	6.865710020065308e-06	-1.347900390625	-1.144073486328125	1.7679761325215955
plot1	Nouragues	2001-01-08 02:00:00	1.3567507266998291e-05	-1.178619384765625	-1.064483642578125	1.58816531868118
plot1	Nouragues	2001-01-08 03:00:00	5.8006495237350464e-05	-1.267181396484375	-1.09686279296875	1.675964402424854
plot1	Nouragues	2001-01-08 04:00:00	0.00024618953466415405	-1.3820037841796875	-1.2711181640625	1.877678312836519
plot1	Nouragues	2001-01-08 05:00:00	9.849667549133301e-05	-1.3140716552734375	-1.3998260498046875	1.91997325109098
plot1	Nouragues	2001-01-08 06:00:00	4.8063695430755615e-05	-1.1948394775390625	-1.443115234375	1.8735589013348448
plot1	Nouragues	2001-01-08 07:00:00	1.2926757335662842e-05	-1.46392822265625	-1.4969024658203125	2.0937532885391295
plot1	Nouragues	2001-01-08 08:00:00	3.411620855331421e-05	-1.625396728515625	-1.5696563720703125	2.2595874958607447
plot1	Nouragues	2001-01-08 09:00:00	3.3371150493621826e-05	-1.593902587890625	-1.5589141845703125	2.2295153945507877
plot1	Nouragues	2001-01-08 10:00:00	0.00010842084884643555	-1.50714111328125	-1.4603118896484375	2.09856740430019
plot1	Nouragues	2001-01-08 11:00:00	1.2412667274475098e-05	-1.4317779541015625	-1.3384552001953125	1.9599618447258431
plot1	Nouragues	2001-01-08 12:00:00	6.407499313354492e-06	-1.5345458984375	-1.565582275390625	2.192231505892715
plot1	Nouragues	2001-01-08 13:00:00	3.3833086490631104e-05	-1.6729583740234375	-1.6950836181640625	2.3816167184883703
plot1	Nouragues	2001-01-08 14:00:00	9.885430335998535e-05	-1.806793212890625	-1.900482177734375	2.6222765342415015
plot1	Nouragues	2001-01-08 15:00:00	0.000237293541431427	-1.89764404296875	-2.037445068359375	2.7842836278649346
plot1	Nouragues	2001-01-08 16:00:00	0.0012946724891662598	-2.322021484375	-1.7820587158203125	2.927032121540558
plot1	Nouragues	2001-01-08 17:00:00	0.0011573061347007751	-2.08990478515625	-2.222564697265625	3.050818880981044
plot1	Nouragues	2001-01-08 18:00:00	0.0004332512617111206	-2.4629058837890625	-2.52679443359375	3.5285401375134082
plot1	Nouragues	2001-01-08 19:00:00	0.0002765059471130371	-2.7986297607421875	-2.7350616455078125	3.9131688875436716
plot1	Nouragues	2001-01-08 20:00:00	1.728534698486328e-05	-2.297119140625	-2.4472808837890625	3.356477330533474
plot1	Nouragues	2001-01-08 21:00:00	2.8461217880249023e-06	-2.0312957763671875	-2.3289031982421875	3.090299765050288
plot1	Nouragues	2001-01-08 22:00:00	0.0	-1.7469024658203125	-2.155303955078125	2.774347376206609
plot1	Nouragues	2001-01-08 23:00:00	1.7881393432617188e-06	-1.5572357177734375	-2.0052337646484375	2.538886671672349
plot1	Nouragues	2001-01-09 00:00:00	5.424022674560547e-06	-1.4477081298828125	-1.889404296875	2.380274653559648
plot1	Nouragues	2001-01-09 01:00:00	1.1865049600601196e-05	-1.41375732421875	-1.783660888671875	2.275995592605553
plot1	Nouragues	2001-01-09 02:00:00	2.2184103727340698e-05	-1.3648834228515625	-1.7265243530273438	2.2008618992502655
plot1	Nouragues	2001-01-09 03:00:00	7.634982466697693e-06	-1.2623291015625	-1.6186504364013672	2.0526821468298313
plot1	Nouragues	2001-01-09 04:00:00	9.471550583839417e-06	-1.154815673828125	-1.5544757843017578	1.93649017671138
plot1	Nouragues	2001-01-09 05:00:00	9.272247552871704e-06	-1.0281219482421875	-1.510690689086914	1.8273535778691563
plot1	Nouragues	2001-01-09 06:00:00	1.3530254364013672e-05	-0.9686737060546875	-1.4327831268310547	1.729507512945086
plot1	Nouragues	2001-01-09 07:00:00	3.9171427488327026e-05	-0.8668212890625	-1.590078353881836	1.8110020206105633
plot1	Nouragues	2001-01-09 08:00:00	2.7254223823547363e-05	-0.8104095458984375	-1.6495475769042969	1.8378712796477747
plot1	Nouragues	2001-01-09 09:00:00	1.6713142390045732e-05	-0.726104736328125	-1.6491928100585938	1.8019614349000639
plot1	Nouragues	2001-01-09 10:00:00	6.310641765594482e-06	-0.6496734619140625	-1.6116399765014648	1.7376590635026898
plot1	Nouragues	2001-01-09 11:00:00	2.421438694000244e-06	-0.520904541015625	-1.2858304977416992	1.3873361560102746
plot1	Nouragues	2001-01-09 12:00:00	2.2470951080322266e-05	-1.0830230712890625	-1.8824853897094727	2.171794238737643
plot1	Nouragues	2001-01-09 13:00:00	0.00011255294081635725	-2.315185546875	-2.747304916381836	3.5927382899446907
plot1	Nouragues	2001-01-09 14:00:00	9.001046419143677e-05	-2.5656890869140625	-2.622720718383789	3.66898139234168
plot1	Nouragues	2001-01-09 15:00:00	0.00010569393634796143	-2.6244049072265625	-2.478046417236328	3.609461893835792
plot1	Nouragues	2001-01-09 16:00:00	0.00024375319480895996	-2.6057281494140625	-2.3540782928466797	3.511624096839064
plot1	Nouragues	2001-01-09 17:00:00	0.0001484202970232218	-2.55206298828125	-2.160430908203125	3.3437235539551415
plot1	Nouragues	2001-01-09 18:00:00	6.403326989357083e-05	-2.50238037109375	-2.0750808715820312	3.2508257635931423
plot1	Nouragues	2001-01-09 19:00:00	1.2358915284949035e-05	-2.1237945556640625	-1.7789306640625	2.7703966543096605
plot1	Nouragues	2001-01-09 20:00:00	1.862645149230957e-06	-1.9528656005859375	-1.7200279235839844	2.6023412750560806
plot1	Nouragues	2001-01-09 21:00:00	0.0	-1.62030029296875	-1.4623870849609375	2.1826472517690907
plot1	Nouragues	2001-01-09 22:00:00	0.0	-1.5609283447265625	-1.3996162414550781	2.0965263939945156
plot1	Nouragues	2001-01-09 23:00:00	0.0	-1.4702606201171875	-1.3023262023925781	1.964107896350313
plot1	Nouragues	2001-01-10 00:00:00	7.152557373046875e-07	-1.249542236328125	-1.1243095397949219	1.6809008720450356
plot1	Nouragues	2001-01-10 01:00:00	2.8051435947418213e-06	-0.95404052734375	-1.0658092498779297	1.430434439231556
plot1	Nouragues	2001-01-10 02:00:00	4.284083843231201e-07	-0.8612060546875	-1.0263595581054688	1.3398096174997634
plot1	Nouragues	2001-01-10 03:00:00	0.0	-0.9189453125	-0.95770263671875	1.327273456279364
plot1	Nouragues	2001-01-10 04:00:00	0.0	-0.87164306640625	-0.9693832397460938	1.3036354938074994
plot1	Nouragues	2001-01-10 05:00:00	8.568167686462402e-07	-0.6537628173828125	-1.0312118530273438	1.2209847284943414
plot1	Nouragues	2001-01-10 06:00:00	4.3958425521850586e-07	-0.42340087890625	-1.0584716796875	1.140013421394267
plot1	Nouragues	2001-01-10 07:00:00	0.0	-0.836334228515625	-0.8509311676025391	1.1931214497209603
plot1	Nouragues	2001-01-10 08:00:00	0.0	-0.9355316162109375	-1.0326499938964844	1.3934078422431309
plot1	Nouragues	2001-01-10 09:00:00	0.0	-1.00152587890625	-1.2378864288330078	1.5922992485107421
plot1	Nouragues	2001-01-10 10:00:00	0.0	-0.9495086669921875	-1.3336000442504883	1.6370875928667303
plot1	Nouragues	2001-01-10 11:00:00	0.0	-0.7842569351196289	-1.2298107147216797	1.4585929296165816
plot1	Nouragues	2001-01-10 12:00:00	1.5050172805786133e-05	-1.880671501159668	-2.148591995239258	2.855411153806116
plot1	Nouragues	2001-01-10 13:00:00	4.239380359649658e-05	-2.217238426208496	-2.334226608276367	3.219434748125969
plot1	Nouragues	2001-01-10 14:00:00	0.00011064112186431885	-1.9869604110717773	-2.1667118072509766	2.93983872531255
plot1	Nouragues	2001-01-10 15:00:00	0.00013968348503112793	-1.928938865661621	-2.213491439819336	2.9360431709382984
plot1	Nouragues	2001-01-10 16:00:00	0.00015319883823394775	-1.762852668762207	-2.1300582885742188	2.764922755609235
plot1	Nouragues	2001-01-10 17:00:00	0.00010585784912109375	-1.480438232421875	-2.053720474243164	2.5316921507841297
plot1	Nouragues	2001-01-10 18:00:00	7.849931716918945e-05	-1.3355560302734375	-2.1583633422851562	2.538157250313718
plot1	Nouragues	2001-01-10 19:00:00	2.987682819366455e-05	-0.9620819091796875	-1.3338737487792969	1.6446339342398866
plot1	Nouragues	2001-01-10 20:00:00	1.4901161193847656e-07	-1.1978302001953125	-1.7057647705078125	2.0843297821615256
plot1	Nouragues	2001-01-10 21:00:00	4.351138045421976e-07	-1.1380767822265625	-1.8519668579101562	2.173706513087906
plot1	Nouragues	2001-01-10 22:00:00	4.3511391822903533e-07	-1.014007568359375	-1.9147930145263672	2.1667126337308935
plot1	Nouragues	2001-01-10 23:00:00	1.4901161193847656e-07	-0.928375244140625	-1.8303585052490234	2.0523383862488673
plot1	Nouragues	2001-01-11 00:00:00	3.1739473342895508e-06	-0.8889617919921875	-1.6514835357666016	1.8755401719318403
plot1	Nouragues	2001-01-11 01:00:00	7.1283429861068726e-06	-0.92340087890625	-1.4595947265625	1.7271612400045036
plot1	Nouragues	2001-01-11 02:00:00	1.7192214727401733e-06	-0.9234161376953125	-1.360931396484375	1.6446372333414563
plot1	Nouragues	2001-01-11 03:00:00	1.1622905731201172e-06	-0.878753662109375	-1.2475738525390625	1.525990994799706
plot1	Nouragues	2001-01-11 04:00:00	1.7173588275909424e-06	-0.7642059326171875	-1.161529541015625	1.3903818116255957
plot1	Nouragues	2001-01-11 05:00:00	3.7401914596557617e-06	-0.6814422607421875	-1.1475982666015625	1.3346704972510386
plot1	Nouragues	2001-01-11 06:00:00	8.568167686462402e-07	-0.56707763671875	-1.2477264404296875	1.370546721645731
plot1	Nouragues	2001-01-11 07:00:00	3.43322744811303e-06	-0.5876312255859375	-1.4046630859375	1.5226256408845515
plot1	Nouragues	2001-01-11 08:00:00	4.3213367462158203e-07	-0.7792816162109375	-1.32257080078125	1.535080897035556
plot1	Nouragues	2001-01-11 09:00:00	0.0	-0.8782806396484375	-1.1948089599609375	1.4828841265534558
plot1	Nouragues	2001-01-11 10:00:00	0.0	-0.8547821044921875	-1.1046142578125	1.3967194080139194
plot1	Nouragues	2001-01-11 11:00:00	4.2766339447553037e-07	-0.64019775390625	-0.956207275390625	1.1507326003970557
plot1	Nouragues	2001-01-11 12:00:00	5.128979637447628e-06	-1.436126708984375	-1.8400115966796875	2.3341170922158176
plot1	Nouragues	2001-01-11 13:00:00	7.018744946662991e-05	-1.8895721435546875	-2.346010208129883	3.012349047229997
plot1	Nouragues	2001-01-11 14:00:00	4.283636809532254e-05	-1.6485137939453125	-1.9963369369506836	2.589007318387031
plot1	Nouragues	2001-01-11 15:00:00	9.495019867244991e-06	-1.2352142333984375	-1.795262336730957	2.179156043076031
plot1	Nouragues	2001-01-11 16:00:00	1.5693902980729035e-05	-0.8634490966796875	-1.7253751754760742	1.929368766904363
plot1	Nouragues	2001-01-11 17:00:00	3.2785779410460236e-05	-0.5865631103515625	-1.7755041122436523	1.8698853267030626
plot1	Nouragues	2001-01-11 18:00:00	0.00010265707896905951	-0.394012451171875	-1.754237174987793	1.7979415668446017
plot1	Nouragues	2001-01-11 19:00:00	0.004256270580299315	-1.559356689453125	-1.4992828369140625	2.1632018652930403
plot1	Nouragues	2001-01-11 20:00:00	0.0016111433506011963	-1.152130126953125	-1.2444610595703125	1.6959030509495197
plot1	Nouragues	2001-01-11 21:00:00	0.0025048106908798218	-1.6972503662109375	-1.952444076538086	2.5870246766530505
plot1	Nouragues	2001-01-11 22:00:00	0.0004255026578903198	-1.0312957763671875	-1.171295166015625	1.560609927010709
plot1	Nouragues	2001-01-11 23:00:00	0.0003026723861694336	-1.1695709228515625	-1.25616455078125	1.7163465623874787
plot1	Nouragues	2001-01-12 00:00:00	0.0006142854690551758	-1.1455535888671875	-1.253082275390625	1.6977951036166405
plot1	Nouragues	2001-01-12 01:00:00	0.0004979204386472702	-0.99951171875	-0.735870361328125	1.2411804319275117
plot1	Nouragues	2001-01-12 02:00:00	0.00019295327365398407	-1.0976409912109375	-0.424072265625	1.1767128078077718
