plot	site	time	total_precipitation_hourly	u_component_of_wind_10m	v_component_of_wind_10m	ws
plot1	Nouragues	2001-01-02 12:00:00	1.5914440155029297e-05	-0.956268310546875	-1.5042219161987305	1.7824513050652337
plot1	Nouragues	2001-01-02 13:00:00	5.967915058135986e-05	-1.356903076171875	-1.90130615234375	2.335840543158906
plot1	Nouragues	2001-01-02 14:00:00	0.00012364983558654785	-1.2030029296875	-1.6822090148925781	2.068101355983929
plot1	Nouragues	2001-01-02 15:00:00	0.00021079182624816895	-1.2326812744140625	-1.3330364227294922	1.815623647294372
plot1	Nouragues	2001-01-02 16:00:00	3.6269426345825195e-05	-0.80877685546875	-1.282547950744629	1.516261602725983
plot1	Nouragues	2001-01-02 17:00:00	0.0011795759201049805	-0.5475616455078125	-1.1576662063598633	1.2806306262849023
plot1	Nouragues	2001-01-02 18:00:00	0.002375781536102295	-1.67138671875	-1.3054513931274414	2.1207868595010364
plot1	Nouragues	2001-01-02 19:00:00	0.000651240348815918	-1.1176910400390625	-0.6288576126098633	1.2824566885166055
plot1	Nouragues	2001-01-02 20:00:00	0.00023090839385986328	-0.2763824462890625	-1.1002569198608398	1.13443930922654
plot1	Nouragues	2001-01-02 21:00:00	0.0005185306072235107	-0.8544464111328125	-1.4632759094238281	1.6944778123651765
plot1	Nouragues	2001-01-02 22:00:00	8.597970008850098e-05	-0.58795166015625	-1.5049943923950195	1.6157646102761827
plot1	Nouragues	2001-01-02 23:00:00	0.00011512637138366699	-0.67254638671875	-1.2605438232421875	1.4287369851034437
plot1	Nouragues	2001-01-03 00:00:00	0.00020015239715576172	-0.6547698974609375	-1.3999519348144531	1.545506078413067
plot1	Nouragues	2001-01-03 01:00:00	0.0003810599446296692	-0.6191864013671875	-1.282266616821289	1.4239380169980582
plot1	Nouragues	2001-01-03 02:00:00	0.00013843923807144165	-0.4197845458984375	-1.0025291442871094	1.0868687823836882
plot1	Nouragues	2001-01-03 03:00:00	2.031773328781128e-05	-0.33826541900634766	-0.9106788635253906	0.9714728437622109
plot1	Nouragues	2001-01-03 04:00:00	0.00014193356037139893	-0.3511981964111328	-1.0842208862304688	1.1396820185037648
plot1	Nouragues	2001-01-03 05:00:00	4.392862319946289e-05	-0.1284160614013672	-1.1157665252685547	1.1231320597933727
plot1	Nouragues	2001-01-03 06:00:00	1.6458332538604736e-05	0.024541854858398438	-1.1572303771972656	1.15749058248783
plot1	Nouragues	2001-01-03 07:00:00	5.3122639656066895e-05	-0.31731224060058594	-1.0744285583496094	1.1203052195862448
plot1	Nouragues	2001-01-03 08:00:00	4.0531158447265625e-06	-0.4099998474121094	-0.991302490234375	1.0727443786955149
plot1	Nouragues	2001-01-03 09:00:00	1.0132789611816406e-06	-0.5148506164550781	-0.9203948974609375	1.0546079482614872
plot1	Nouragues	2001-01-03 10:00:00	0.0	-0.6285600662231445	-0.93609619140625	1.1275477091528014
