s_name	s_leafarea	s_LMA	s_Nmass	s_Pmass	s_wsg	s_ah	s_hmax	s_dbhmax	s_tlp	s_seedmass	s_regionalfreq
Couratari_oblongifolia	37.26426960833335	61.84433588195394	0.02282746506	0.001117230779	0.678196757	0.2989	49.34	0.95198	-1.8615833335	1	0.0087719298245614
Eschweilera_congestiflora	154.88063253333348	151.90755555455831	0.02037235399	7.908532313499999e-4	0.4888344305	0.3223	48.94	0.21578	-1.83811111111111	1	0.0087719298245614
Eschweilera_coriacea	88.76878205154355	99.3477204691212	0.020565	8.46e-4	0.661048692	0.3285501126229933	50.73626779836524	0.47271	-1.66	1	0.0087719298245614
Eschweilera_decolorans	66.27825565439676	110.75239209509462	0.022035521995	7.432955801000001e-4	0.5750611675	0.2965	50.52	0.4048	-2.08688888888889	1	0.0087719298245614
Eschweilera_grandiflora	130.395888698022	106.0292656009464	0.023199	8.490218722e-4	0.733031726	0.3262	48.34	0.2489	-1.7541	1	0.0087719298245614
Eschweilera_sagotiana	70.5651983947561	131.84435682311803	0.018230818015	7.157686363e-4	0.5293006715	0.2728	52.16	0.4438	-1.53195454545455	1	0.0087719298245614
Gustavia_hexapetala	66.17575593615555	76.09077692070655	0.02481371154	7.304491252e-4	0.5366291125	0.30824681383284736	45.65669045946518	0.28007	-1.944914705882355	1	0.0087719298245614
Lecythis_persistens	112.91936852415	127.42	0.01883184227	6.048922359e-4	0.66	0.3035	50.12	0.3854	-1.8554733335	1	0.0087719298245614
Lecythis_poiteaui	63.644993445206154	74.74917627897636	0.02669449311	6.774810812500001e-4	0.584527329	0.2903	51.01	0.61247	-2.432979999833335	1	0.0087719298245614
Bocoa_prouacensis	60.63873294043482	94.19637636651028	0.03712343342	0.001583104915	0.78	0.26821553331112596	48.52855728210871	0.202	-2.49	1	0.0087719298245614
Dicorynia_guianensis	44.26033792	126.4	0.01559735477	0.002104166754	0.57	0.25731545035966674	42.631571832096895	0.89876	-1.5	1	0.0087719298245614
Eperua_falcata	35.1132911394937	61.273841377827296	0.02245475568999999	2.339250365e-4	0.61	0.2986338351166967	46.11623105903425	1.15615	-1.80266666666667	1	0.0087719298245614
Eperua_grandiflora	73.86342816	82.8630351657252	0.02245475568999999	0.001583104915	0.68	0.36028781376689784	51.5	0.213	-1.64	1	0.0087719298245614
Tachigali_melinonii	21.410114264761894	73.80883384407049	0.01581939579	4.926225729e-4	0.72	0.33463646114629164	52.38036817818805	0.4835	-2.16	1	0.0087719298245614
Apeiba_glabra	55.942564648333345	77.9423226812159	0.019742	8.558926491e-4	0.460969	0.338	46.3	0.30340999999999996	-1.8930833335	1	0.0087719298245614
Quararibea_duckei	91.4077731376042	50.967895576302624	0.032448212655	0.001325829088	0.537321852	0.3405	46.56	0.144	-2.0788200000000003	1	0.0087719298245614
Sterculia_pruriens	249.5702867527125	91.69851583146053	0.02112827111	0.00110098159099999	0.5053275135	0.31445088463500714	51.65945853580318	0.74992	-1.87427272727273	1	0.0087719298245614
Theobroma_subincanum	85.62373942004425	81.76055560034604	0.019243309755	9.597755435e-4	0.5747400840000001	0.2568123622446194	40.928177147999705	0.28	-1.889140000125	1	0.0087719298245614
Miconia_acuminata	48.67336554333335	107.7110299731319	0.025285013715	3.1578020975e-4	0.546182037	0.2911	51.6	0.12	-2.113514285714285	1	0.0087719298245614
Mouriri_crassifolia	44.48229338049195	149.9902828585809	0.01333175138	5.573832564e-4	0.852596149	0.29185952398094683	46.98243297573703	0.28432	-1.71271428571429	1	0.0087719298245614
Carapa_procera	204.297690148148	117.76619743999144	0.01917889034999999	6.543697631e-4	0.5558527025	0.21867351605061433	45.84305971039123	0.49	-1.9410533335	1	0.0087719298245614
Dendrobangia_boliviana	66.49270216185215	80.56263547148731	0.02393223506	7.373033482e-4	0.6243306500000001	0.2891	50.77	0.34962	-1.74166666666667	1	0.0087719298245614
Poraqueiba_guianensis	79.98351381705655	103.47098653706396	0.01567060058	4.887218337e-4	0.738397203	0.3002	49.67	0.37643	-1.9081	1	0.0087719298245614
Brosimum_guianense	20.86490821015135	85.5404951676656	0.01989000714	7.685952197e-4	0.72707386	0.30435437808970256	46.21160480583137	0.41476	-2.0752	1	0.0087719298245614
Brosimum_rubescens	25.8980914192825	81.57316647945406	0.019521408625	7.2254057345e-4	0.5694454835	0.2875141835242782	51.58018877331633	0.71275	-2.2798733335	1	0.0087719298245614
Perebea_guianensis	327.304193	82.466462716559	0.02346452705	6.1787717725e-4	0.649379815	0.3704	43.88	0.111	-1.8171466665	1	0.0087719298245614
Trymatococcus_oligandrus	14.5916227317542	75.27537602092274	0.02208288357499999	0.00126476334299999	0.4291216285	0.2923	51.48	0.45285	-2.1556	1	0.0087719298245614
Iryanthera_sagotiana	41.4960971047487	88.5725	0.0191371	5.290000000000001e-4	0.5432	0.2937010131337604	47.82274054432462	0.45896	-1.7072523076923098	1	0.0087719298245614
Virola_michelii	56.44570489528945	78.53438564069754	0.0236594	6.47e-4	0.47	0.30164743872263766	50.22237237835717	0.80725	-1.733534492586955	1	0.0087719298245614
Neea_floribunda	81.62349626666665	74.64465915921716	0.03404975626	8.586269018e-4	0.460031915	0.308	50.92	0.28	-1.90604	1	0.0087719298245614
Lacunaria_jenmanii	88.73451932666666	154.69755294563876	0.0132665662	4.2203677135e-4	0.48109936	0.21095082749175204	33.94047184737219	0.23788	-2.09618	1	0.0087719298245614
Minquartia_guianensis	76.1194089783333	78.14573846153846	0.0219723	9.25e-4	0.7675922990666665	0.31604703892058494	45.23050885723587	0.59276	-1.6111866665	1	0.0087719298245614
Pogonophora_schomburgkiana	41.53816431767275	77.31469468826266	0.01978605847	7.3070585395e-4	0.747311106	0.3303	47.45	0.102	-1.95122222222222	1	0.0087719298245614
Drypetes_variabilis	75.64183638944445	97.33307377846994	0.020654	7.76e-4	0.715884	0.3038	49.96	0.36658	-2.0627339394772752	1	0.0087719298245614
Cassipourea_guianensis	31.0062583188235	82.34954382181976	0.02127231039	4.568386823e-4	0.69239	0.29473683678252355	47.16417727037357	0.213	-2.0542066665	1	0.0087719298245614
Posoqueria_latifolia	134.7866594176105	106.48036091032596	0.01780485246	6.8872370675e-4	0.636423618	0.3118991548859478	44.670290473857854	0.188	-2.07866666666667	1	0.0087719298245614
Casearia_javitensis	78.60498989666665	81.95964034962194	0.019717812305	6.251841605499999e-4	0.718707573	0.24943298490195573	47.00661332329676	0.22226	-1.85535714285714	1	0.0087719298245614
Laetia_procera	86.9832781150545	76.03910079295255	0.02512054803	0.001002324547	0.580133	0.28022430545778454	50.5717138548821	0.4835	-1.8777	1	0.0087719298245614
Cupania_diphylla	82.907200045	107.46527405337532	0.02095451417	8.1459329315e-4	0.855927745	0.3494	46.07	0.127	-2.4550799999999997	1	0.0087719298245614
Cupania_scrobiculata	48.76182903946365	60.19027577497227	0.0228805	0.001016397006	0.63	0.3146	48.9	0.26366645	-2.13492	1	0.0087719298245614
Talisia_hexaphylla	46.65813651826225	113.74629299783322	0.01931165525999999	7.0730895765e-4	0.815596635	0.296	50.29	0.33204	-1.80266666666667	1	0.0087719298245614
Talisia_microphylla	20.14955446666665	93.80467760838184	0.02130106528	4.7256941775e-4	0.6909687275	0.2856	51.58	0.13897	-2.0419666664999996	1	0.0087719298245614
Chrysophyllum_prieurii	97.52147067962966	123.76181035417292	0.02237722210499999	6.1496349135e-4	0.713689808	0.27857944088063813	49.45926611187546	0.53282	-2.21975862068966	1	0.0087719298245614
Chrysophyllum_sanguinolentum	223.8351204	141.449	0.01504371604499999	5.0142053565e-4	0.615425	0.30516519128447206	47.51115082546205	0.59712	-1.6377000000000002	1	0.0087719298245614
Manilkara_bidentata	133.221192568824	133.708	0.015869417825	5.2417065935e-4	0.754735	0.2708845054274731	50.92206109846559	0.90656	-2.05516666666667	1	0.0087719298245614
Manilkara_huberi	106.37049857357096	171.78460020317988	0.01493855658	5.84e-4	0.819683914637931	0.32553452591574494	49.95573051170088	1.09957	-2.2483500000000003	1	0.0087719298245614
Micropholis_cayennensis	135.64290479924648	150.8230025347466	0.01514212539499999	4.4760613525e-4	0.4920479295	0.2968	50.95	0.83472	-1.88741	1	0.0087719298245614
Micropholis_melinoniana	49.14629143	90.7505885788082	0.020197155405	7.720570980000001e-4	0.3818277345	0.2294	55.7	1.15615	-1.815	1	0.0087719298245614
Pouteria_cladantha	30.5070293738889	116.55062016659404	0.01333132085499999	3.886486431e-4	0.7469897415	0.2796150643639208	47.08780749379282	0.36472	-1.9260733335	1	0.0087719298245614
Pouteria_guianensis	88.59448593277305	116.69531153609763	0.01705383632	5.26e-4	0.833120574	0.2966669242398866	48.299251087134806	0.56388	-1.535625	1	0.0087719298245614
Pradosia_cochlearia	15.9333333333334	145.264	0.013110241865	4.726221956999999e-4	0.65	0.2916980231112235	50.761120038589354	0.55783	-1.88470588235294	1	0.0087719298245614
Siparuna_decipiens	42.115465792692305	66.9686	0.0249033	6.64981e-4	0.604553	0.29077434226705	47.990913728060534	0.51174	-2.397	1	0.0087719298245614
Cecropia_obtusa	484.0663886833335	111.43541288209902	0.0266653	9.31068e-4	0.3699815	0.2986338351166967	47.096310841486975	0.36408	-1.4775	1	0.0087719298245614
Pourouma_melinonii	163.38043095	130.4927730408021	0.01883611288	8.240132115e-4	0.4078663505	0.2855	51.5	0.52832	-1.626	1	0.0087719298245614
Amphirrhox_longifolia	32.28333333375001	55.08752404566506	0.02617177171	8.92544e-4	0.6445105	0.3855	42.15	0.139265	-1.735375	1	0.0087719298245614
Qualea_rosea	50.29197629311575	97.47675078209238	0.01885425943	6.924957954e-4	0.6814875345	0.2592	53.14	0.90532	-1.69533	1	0.0087719298245614
